t;T_surf;M_Europa;M_loss;R_Europa;Density
100.000000;209.751129;3.90633172E+19;0.00000000;172085.109;1830.00000
200.000000;214.099884;7.04611471E+19;0.00000000;209477.281;1830.00000
300.000000;217.647552;1.01858977E+20;0.00000000;236857.359;1830.00000
400.000000;220.689774;1.33256807E+20;0.00000000;259050.031;1830.00000
500.000000;223.388672;1.64654646E+20;0.00000000;277978.969;1830.00000
600.000000;225.811005;1.96052476E+20;0.00000000;294630.812;1830.00000
700.000000;228.023529;2.27450306E+20;0.00000000;309587.188;1830.00000
800.000000;230.045319;2.58848136E+20;0.00000000;323223.219;1830.00000
900.000000;231.924057;2.90245966E+20;0.00000000;335796.625;1830.00000
1000.00000;233.678818;3.21643813E+20;0.00000000;347493.000;1830.00000
1100.00000;235.309601;3.53041643E+20;0.00000000;358450.938;1830.00000
1200.00000;236.845016;3.84439473E+20;0.00000000;368777.000;1830.00000
1300.00000;238.285065;4.15837303E+20;0.00000000;378555.062;1830.00000
1400.00000;239.648819;4.47235133E+20;0.00000000;387852.531;1830.00000
1500.00000;240.936279;4.78632963E+20;0.00000000;396724.438;1830.00000
1600.00000;242.156982;5.10030793E+20;0.00000000;405216.344;1830.00000
1700.00000;243.320465;5.41428623E+20;0.00000000;413366.531;1830.00000
1800.00000;244.436264;5.72826453E+20;0.00000000;421207.438;1830.00000
1900.00000;245.485306;6.04224318E+20;0.00000000;428766.812;1830.00000
2000.00000;246.496201;6.35622148E+20;0.00000000;436068.625;1830.00000
2100.00000;247.468948;6.67019978E+20;0.00000000;443133.781;1830.00000
2200.00000;248.394012;6.98417808E+20;0.00000000;449980.562;1830.00000
2300.00000;249.280930;7.29815638E+20;0.00000000;456625.125;1830.00000
2400.00000;250.129700;7.61213468E+20;0.00000000;463081.750;1830.00000
2500.00000;250.949860;7.92611298E+20;0.00000000;469363.188;1830.00000
2600.00000;251.741409;8.24009128E+20;0.00000000;475480.844;1830.00000
2700.00000;252.499573;8.55406958E+20;0.00000000;481445.031;1830.00000
2800.00000;253.229141;8.86804788E+20;0.00000000;487265.000;1830.00000
2900.00000;253.939636;9.18202618E+20;0.00000000;492949.156;1830.00000
3000.00000;254.621506;9.49600448E+20;0.00000000;498505.188;1830.00000
3100.00000;255.284302;9.80998278E+20;0.00000000;503940.062;1830.00000
