H2O,CO2,NH3,CH4,Ar,Kr,Xe,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
580.7597349299779,32200.0,142.0,844.0,2.746000011684373,0.6329999986337498,0.4880000001285225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585.2237212145819,33125.380362780474,136.64937576173816,1032.3099314746114,3.1071897126891344,0.6236917178256306,0.46653071129294565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599.125556733774,34092.42684056884,132.0804597348309,1200.132917831345,3.4683794136938952,0.6174922246733492,0.4524836672051953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608.5529821293661,34761.77244768921,125.82493012434895,1357.0963389046383,3.8295691146986566,0.6168969090575506,0.4432508354421344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618.1097386801473,35875.35677829394,123.28839396866654,1507.0572184871262,4.1907588157034175,0.61945442421268,0.43808897761665067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627.7972745634967,37120.03581414881,121.75159385306455,1649.5807236512892,4.551948516708178,0.623508022522078,0.4342026394750599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635.1489825139744,38377.5718352684,120.22018032427818,1786.7452472216214,4.913138217712938,0.6292727095414855,0.4316826785548518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642.5772537789155,39638.898080687984,119.08353172345588,1918.6805976190092,5.274327918717699,0.6359438984306075,0.4316140873724242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650.0812181643339,40896.74965460597,117.5691889630164,2046.1414484188485,5.635517619722459,0.6446563944657339,0.43110780867505666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655.124311262323,42146.57595038963,116.42241495189755,2169.6504632944093,5.99670732072722,0.6525755018278994,0.4321771113281745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660.2044922689819,43387.13918674765,115.2465303094829,2289.556097559157,6.357897021731979,0.6617330224206767,0.43389333048472356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665.3159889513904,44610.88677803903,114.16016030049279,2406.5744853008086,6.71908672273674,0.6712353843023424,0.43529514077735365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670.4651035650066,45829.379591819015,112.74110614243122,2520.819986924714,7.080276423741501,0.6801440080987526,0.4373912791603186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675.6458353086377,47033.1042264187,112.11060981702951,2632.822729561806,7.4414661247462615,0.6904801383584379,0.43921704709891946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678.2508475583278,48217.08091129768,110.71078970044158,2742.043759259376,7.802655825751022,0.7003326412874791,0.4427795622677138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683.4855478329922,49395.93700272238,109.70568314160099,2849.396554647618,8.163845526755782,0.7107176658841072,0.44513687705845556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686.1153769650905,50553.44143252873,108.57589807462993,2954.7426104344277,8.525035227760544,0.7206826297909193,0.44826911476065023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691.4045751587006,51703.46030309775,107.87504089213772,3057.908928618875,8.886224928765303,0.7312406813547452,0.45220616530019647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694.0609136118936,52839.1169074764,106.56362778076083,3159.6974879269824,9.247414629770065,0.7414345216407897,0.4549764947134404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696.7261520958731,53958.477788022494,105.76438241630737,3259.8695902439695,9.608604330774824,0.7512748791820556,0.4595607176833218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699.4019286566362,55069.453267914665,104.41578479388346,3358.169661235683,9.969794031779585,0.7617718685862557,0.46300853446125545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702.0866663616091,56164.472112954274,103.6267983896534,3455.331430735278,10.330983732784347,0.7719628596617413,0.46630074827066276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.778766767451,57246.06528472876,102.8213039593204,3551.0541559960875,10.692173433789106,0.7828561343405569,0.4704407428407233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707.479868092708,58321.52441589795,101.51589110412668,3645.5315409951177,10.971363130899075,0.7934858898860933,0.4744530405819592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710.1915775659936,59377.71759841575,100.80757488373226,3738.940027992217,11.210873319885298,0.8038588922359873,0.4783403026050273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712.9124021994476,60426.92162531492,100.10651069251499,3830.939986731803,11.447618002106848,0.8139815685898764,0.48210508137342495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715.6406694151158,61465.81257267004,98.92097237921153,3922.1939883574155,11.681743346859836,0.8238600322266354,0.48574982722410737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718.3780393442868,62491.10568908359,98.34312836673507,4011.8341770764955,11.91438682362149,0.8345001050026299,0.49027689442404404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
