H2O,CO2,NH3,HCO3-,H+,NH4+,CO32-,OH-,NH2COO-,CH4,Ar,Kr,Xe,pH
0.9999908313462987,9.412081436830368e-06,0.0015872949125237004,0.0027038271043004314,2.973873091529029e-11,0.0038859381878526664,0.00019992972779915425,1.6175791828525966e-07,0.0007820898997743719,0.00021034266811202312,2.3810035174798382e-07,2.769502075044844e-07,4.2175937813399686e-07,8.782314603266409
0.9999906485630793,1.1385505591461994e-05,0.0014610386496340395,0.002878344095420636,3.351069585735444e-11,0.004036228761777883,0.00019344482530612607,1.4359829655967625e-07,0.0007708514509591307,0.00022186495539256655,2.491304077864013e-07,2.8953188299182727e-07,4.404540344579874e-07,8.730453509022249
0.9999904691868916,1.371833464841871e-05,0.0013417575255143758,0.0030529853365909845,3.77542812639153e-11,0.00418080765673892,0.00018627814069484733,1.2742486073165757e-07,0.000755138651651791,0.00023290912184447248,2.598806556513537e-07,3.017722554438527e-07,4.5855438296747214e-07,8.678670670345157
0.9999902930558617,1.647661470410059e-05,0.001229133059315205,0.0032274766255652536,4.254791034009801e-11,0.004319924031002027,0.00017851368285902222,1.1297970789619426e-07,0.0007353071025587425,0.00024404729568547115,2.703944197069552e-07,3.1371536337494543e-07,4.7606563790778374e-07,8.626758565385522
0.9999901090710726,1.974651613033828e-05,0.001125634198782963,0.003402913605487296,4.7925379467182134e-11,0.004457994744266894,0.0001704413720251951,1.0015596120389946e-07,0.0007140982866933836,0.00025526196293024374,2.808319012732832e-07,3.255831165789218e-07,4.937192264196779e-07,8.575071160622619
0.9999899389032934,2.3614534838466183e-05,0.0010252813753021087,0.003576330544905337,5.4112839382749994e-11,0.0045869653305367995,0.00016172997269095634,8.855457921846426e-08,0.00068708633978317,0.0002660126038240865,2.909026342788104e-07,3.3698849632176833e-07,5.104103400195338e-07,8.522336324351672
0.999989811800607,2.9824277045841622e-05,0.0008899524573601771,0.0037790280454514024,6.402113784041012e-11,0.004707773839731399,0.00014712514890575926,7.472848629420094e-08,0.0006344208320033228,0.0002768382267613464,3.0093024126232595e-07,3.48354554132745e-07,5.271603120986965e-07,8.449313203228503
0.9999896309573627,3.5535928358280045e-05,0.0008080579046392877,0.003949930842226367,7.236726612099607e-11,0.004831904055082954,0.00013835945058114714,6.592828351483743e-08,0.0006051884557780458,0.0002875052476584216,3.108023495652512e-07,3.595583973234275e-07,5.435730638612486e-07,8.396094347003187
0.999989459017713,4.234522642723974e-05,0.000729624625521598,0.004118154252259908,8.20832422430395e-11,0.004949135948754552,0.0001292596266470122,5.795426716945925e-08,0.0005724045710166919,0.0002978292109318274,3.203920893478586e-07,3.703820201077027e-07,5.594179637320107e-07,8.341381936058111
0.9999892845685309,5.049057235803128e-05,0.0006568038266621886,0.004285080455065302,9.330551886292391e-11,0.00506413680356494,0.00012013672363075695,5.0815822192995034e-08,0.0005387321787214491,0.0003081268521083723,3.299451380789902e-07,3.8120357385812653e-07,5.752333528778244e-07,8.28572903050832
