H2O,CO2,NH3,HCO3-,H+,NH4+,CO32-,OH-,NH2COO-,CH4,Ar,Kr,Xe
0.9933072845424181,0.06247483824607104,0.311479215488646,0.0,0.0,0.0,0.0,0.0,0.0,5.0716487141319606e-05,2.842164510205382e-07,8.76675932577807e-08,1.3012500454972658e-07
0.9932652765779522,0.06452021042017178,0.3117951983050578,0.0,0.0,0.0,0.0,0.0,0.0,5.276292267221053e-05,2.99742650850768e-07,9.07949088956715e-08,1.3462414588235364e-07
0.9932214705975446,0.06665886347601988,0.31211920337907173,0.0,0.0,0.0,0.0,0.0,0.0,5.4877498263192184e-05,3.1560302716892713e-07,9.397018979694001e-08,1.391958342478018e-07
0.9931813688463412,0.0686482923595184,0.312384352247095,0.0,0.0,0.0,0.0,0.0,0.0,5.684156456005371e-05,3.3098853146344735e-07,9.666706048246235e-08,1.4331236819380518e-07
0.9931404350052475,0.07068334227042257,0.3126508062618448,0.0,0.0,0.0,0.0,0.0,0.0,5.888910803070594e-05,3.467483690130704e-07,9.964675638399482e-08,1.4756244520874477e-07
0.9930997031528648,0.07271297134306234,0.3129115325722687,0.0,0.0,0.0,0.0,0.0,0.0,6.0906915098723546e-05,3.6246885414376215e-07,1.025427720079182e-07,1.516839596664255e-07
0.9930607971946952,0.07467332053688068,0.3131389806680452,0.0,0.0,0.0,0.0,0.0,0.0,6.289699127022953e-05,3.781489360845557e-07,1.0535876288964492e-07,1.556939441858377e-07
0.9930231228390326,0.07657067577655889,0.3133602913109573,0.0,0.0,0.0,0.0,0.0,0.0,6.486117828752477e-05,3.9378916215479835e-07,1.0832253332192842e-07,1.6005327882029089e-07
0.9929854392721754,0.07847871750053928,0.313571625191779,0.0,0.0,0.0,0.0,0.0,0.0,6.679599524992116e-05,4.0939073862335406e-07,1.1099735967289211e-07,1.6385324416815154e-07
0.9929489642680749,0.08033228250519565,0.3137695785525757,0.0,0.0,0.0,0.0,0.0,0.0,6.87075926307636e-05,4.2495268552820795e-07,1.1360161922602338e-07,1.6758260628420205e-07
0.9929137730537777,0.082136121274032,0.3139451489182833,0.0,0.0,0.0,0.0,0.0,0.0,7.059675154894824e-05,4.404747073966109e-07,1.1636099812523076e-07,1.716945065482736e-07
0.9928781282401778,0.08396226060936494,0.31412412778751736,0.0,0.0,0.0,0.0,0.0,0.0,7.24592181248592e-05,4.5595831257532583e-07,1.1883940319175812e-07,1.752804478904061e-07
0.9928449244407633,0.08567748917382405,0.3142767252490474,0.0,0.0,0.0,0.0,0.0,0.0,7.43006869541046e-05,4.7140197678394114e-07,1.2147731923102362e-07,1.7882606099434243e-07
0.9928110011521116,0.08742281464072992,0.3144398899428142,0.0,0.0,0.0,0.0,0.0,0.0,7.61213783990775e-05,4.868076256730445e-07,1.2406092639910478e-07,1.823359243596853e-07
0.992776369473287,0.08921558241301214,0.31459558014438394,0.0,0.0,0.0,0.0,0.0,0.0,7.799978295464561e-05,5.025003179649759e-07,1.2669550042291622e-07,1.864411432250136e-07
0.9927425526270763,0.09097835738542952,0.31473552265943394,0.0,0.0,0.0,0.0,0.0,0.0,7.986145486838764e-05,5.18173787628289e-07,1.2928325321852785e-07,1.9005807152092774e-07
0.9927107947624864,0.09262695163311739,0.314873900046088,0.0,0.0,0.0,0.0,0.0,0.0,8.162380091132964e-05,5.334817320042041e-07,1.317180051761174e-07,1.9347249554652707e-07
0.9926809517962878,0.09418166295911967,0.3149984294595003,0.0,0.0,0.0,0.0,0.0,0.0,8.336519450268234e-05,5.487502871669017e-07,1.3410515744648942e-07,1.9687482587906206e-07
0.992646334381521,0.09596131093182683,0.31516692564781557,0.0,0.0,0.0,0.0,0.0,0.0,8.52650514734082e-05,5.647131395772792e-07,1.3666831934633833e-07,2.0066258253852358e-07
0.992616606131817,0.09754120070939683,0.31526006686011515,0.0,0.0,0.0,0.0,0.0,0.0,8.697186280858188e-05,5.799247215731095e-07,1.3896704685271303e-07,2.0405161764211648e-07
0.9925837117685596,0.09919383587175697,0.31545886914420723,0.0,0.0,0.0,0.0,0.0,0.0,8.875385445180358e-05,5.954841675714361e-07,1.4133694391830634e-07,2.0720464523904465e-07
0.9925531758641873,0.10083076030536468,0.31554063264525944,0.0,0.0,0.0,0.0,0.0,0.0,9.052131369320423e-05,6.110235736568636e-07,1.4366721635943825e-07,2.1082907427429637e-07
0.9925247164535579,0.10235792574654361,0.3156153650590597,0.0,0.0,0.0,0.0,0.0,0.0,9.218001689550544e-05,6.261388751273919e-07,1.4584040285439267e-07,2.1380880182246452e-07
0.9924932115672097,0.10399892765024009,0.31574779040453615,0.0,0.0,0.0,0.0,0.0,0.0,9.401515334699922e-05,6.420453665066028e-07,1.4843386954466288e-07,2.1768453223065464e-07
0.9924647434082984,0.1055037537927535,0.31584558032145593,0.0,0.0,0.0,0.0,0.0,0.0,9.564253112378535e-05,6.571043470467535e-07,1.5053497420120964e-07,2.2069684952295363e-07
0.9924364834851666,0.10703056467238814,0.31590965306274676,0.0,0.0,0.0,0.0,0.0,0.0,9.735773223781598e-05,6.725581575134299e-07,1.529406037620783e-07,2.2396234806458628e-07
0.992406051500798,0.10855257912137138,0.3161010492998561,0.0,0.0,0.0,0.0,0.0,0.0,9.905649654805572e-05,6.879944479578373e-07,1.550974555477585e-07,2.2726325604596402e-07
0.9923769448874071,0.11007052325477347,0.3162219271521056,0.0,0.0,0.0,0.0,0.0,0.0,0.00010074541533573106,7.034113838020808e-07,1.5743904800543766e-07,2.301654372697155e-07
0.9923488536702579,0.11158530652879253,0.31628883997681506,0.0,0.0,0.0,0.0,0.0,0.0,0.00010242062730178911,7.188091877531973e-07,1.5953318934821186e-07,2.335656719499821e-07
0.9923226356853436,0.113032127735698,0.3163182188380942,0.0,0.0,0.0,0.0,0.0,0.0,0.00010408620054900525,7.341866148644333e-07,1.6181347931371208e-07,2.365634462815468e-07
0.9922969058675093,0.11448071819995018,0.3163184006239556,0.0,0.0,0.0,0.0,0.0,0.0,0.0001057381461574184,7.495452505342634e-07,1.6384793927574947e-07,2.396221513434017e-07
0.9922676313947327,0.11604013811161216,0.31640756269626713,0.0,0.0,0.0,0.0,0.0,0.0,0.00010749049330877774,7.653799539118051e-07,1.6620437736437125e-07,2.4297720439819854e-07
0.9922419927155804,0.11738572630694123,0.3165059024393102,0.0,0.0,0.0,0.0,0.0,0.0,0.00010900980815291395,7.80210681241352e-07,1.6826529895591173e-07,2.4590709930025727e-07
0.9922146537942893,0.11888805963432734,0.31654321927543305,0.0,0.0,0.0,0.0,0.0,0.0,0.00011074474723884632,7.960259324520038e-07,1.7057310329857295e-07,2.489419278757154e-07
0.9921856592267186,0.12035322177070187,0.31671127081233313,0.0,0.0,0.0,0.0,0.0,0.0,0.00011235725320743189,8.113241673908916e-07,1.72501730143448e-07,2.522441443262624e-07
0.9921582626372205,0.12175635764968218,0.31685134831960143,0.0,0.0,0.0,0.0,0.0,0.0,0.00011395673162274027,8.266016904274418e-07,1.746192140344188e-07,2.551581239093697e-07
0.9921314568439753,0.1232160998809819,0.31690147580254013,0.0,0.0,0.0,0.0,0.0,0.0,0.00011566822545415067,8.424001012031192e-07,1.7685533796509953e-07,2.57971010971333e-07
0.9921072358080053,0.12457270689735724,0.31690918275231644,0.0,0.0,0.0,0.0,0.0,0.0,0.00011724943709167789,8.576474307089158e-07,1.7892590862065726e-07,2.6106340799284444e-07
0.9920827450392211,0.1259397026697555,0.31692179003116316,0.0,0.0,0.0,0.0,0.0,0.0,0.00011882103933683893,8.72876793574569e-07,1.8097294649384192e-07,2.637866020442644e-07
0.9920547302306303,0.12731724857866594,0.31712268219703144,0.0,0.0,0.0,0.0,0.0,0.0,0.00012038441431808954,8.880911541740582e-07,1.8299746842558166e-07,2.6702747402934527e-07
0.9920312229681955,0.1286393336367616,0.31712489486973505,0.0,0.0,0.0,0.0,0.0,0.0,0.00012193437474633946,9.032826921876973e-07,1.8499887065613378e-07,2.694621411799793e-07
0.9920030597612951,0.1300959638834757,0.3172551268721901,0.0,0.0,0.0,0.0,0.0,0.0,0.00012360774222998328,9.190487568515496e-07,1.8712947194095537e-07,2.7270614169945004e-07
0.9919818860581138,0.1313801481071907,0.31716375700950633,0.0,0.0,0.0,0.0,0.0,0.0,0.00012514408962782404,9.342106986725553e-07,1.890880096624276e-07,2.753292945035683e-07
0.9919566173437904,0.13268086672513993,0.3172869239141051,0.0,0.0,0.0,0.0,0.0,0.0,0.00012666814378480072,9.493591886445024e-07,1.9102582344837408e-07,2.7805378842840413e-07
0.9919300033550476,0.13412121296560658,0.317346300735083,0.0,0.0,0.0,0.0,0.0,0.0,0.00012832014424934656,9.651075597791903e-07,1.9309776305505255e-07,2.8114450906896986e-07
0.9919068844060199,0.1353880799497799,0.31738219628820047,0.0,0.0,0.0,0.0,0.0,0.0,0.00012983061585081332,9.802267312032837e-07,1.9499479426690678e-07,2.8404799301658086e-07
0.9918830926671879,0.13673486965353965,0.31737606082512293,0.0,0.0,0.0,0.0,0.0,0.0,0.00013146870079844327,9.959637939415327e-07,1.9703003778860995e-07,2.868855082106503e-07
0.9918571119640206,0.1380410561480796,0.31753424594068214,0.0,0.0,0.0,0.0,0.0,0.0,0.00013296377135202267,1.0110586754880742e-06,1.9888778366959236e-07,2.895502434098085e-07
0.9918317919987932,0.13936351686341117,0.31763881905340036,0.0,0.0,0.0,0.0,0.0,0.0,0.00013458890040392874,1.026789539247136e-06,2.011039128729664e-07,2.926021952221192e-07
0.9918109377575485,0.14064391670434967,0.3175336765482522,0.0,0.0,0.0,0.0,0.0,0.0,0.00013606835037855707,1.0418519948587072e-06,2.0292575721477742e-07,2.9503239361015845e-07
0.9917868143281138,0.14187814141325342,0.3176592523936175,0.0,0.0,0.0,0.0,0.0,0.0,0.00013753845264598516,1.0568991963814819e-06,2.047292744983348e-07,2.980072774997656e-07
0.991761901933875,0.14320135144308407,0.31774029626462236,0.0,0.0,0.0,0.0,0.0,0.0,0.0001391458407087067,1.0726134057449677e-06,2.0668022769852938e-07,3.005022984581601e-07
0.9917392804351827,0.1444157491302681,0.31780108522742173,0.0,0.0,0.0,0.0,0.0,0.0,0.00014059992486672632,1.087631944421795e-06,2.0866260885222695e-07,3.032670768754433e-07
0.9917155493751999,0.14572299828361085,0.3178315615040148,0.0,0.0,0.0,0.0,0.0,0.0,0.00014219612107111397,1.1033371586579212e-06,2.105834689519113e-07,3.0599937458817287e-07
0.9916495557669351,0.14692709086241687,0.3203509098297985,0.0,0.0,0.0,0.0,0.0,0.0,0.00014364354627588287,1.1183776416185027e-06,2.1232717732856268e-07,3.085670726468799e-07
0.9915818341510283,0.14829179819061794,0.3228075480931377,0.0,0.0,0.0,0.0,0.0,0.0,0.0001452349846218247,1.1341270947907424e-06,2.144404061901998e-07,3.115468230391285e-07
0.9915339120185146,0.14947543614801892,0.3243280303776567,0.0,0.0,0.0,0.0,0.0,0.0,0.00014666699818383606,1.1491222685358786e-06,2.1614890266769183e-07,3.1389790655736075e-07
0.9914823321509725,0.15075962469336587,0.3259546082629068,0.0,0.0,0.0,0.0,0.0,0.0,0.0001482506772681474,1.1648465961385095e-06,2.1823108336154172e-07,3.166877262212024e-07
0.9914470913820015,0.15192995042064128,0.32677283418360153,0.0,0.0,0.0,0.0,0.0,0.0,0.00014966496205000664,1.1798022507540933e-06,2.1990635956797563e-07,3.1928172108962655e-07
0.9914060652662703,0.15320415479953928,0.327813899001479,0.0,0.0,0.0,0.0,0.0,0.0,0.00015122750867871504,1.1955077336016761e-06,2.217437382515395e-07,3.218767566154115e-07
0.9913797469069118,0.1543633085885565,0.32813967441287084,0.0,0.0,0.0,0.0,0.0,0.0,0.00015264655844188948,1.2104265531451566e-06,2.235992671872612e-07,3.2428893059207114e-07
0.9913461228370797,0.15562959863240697,0.32877090321795516,0.0,0.0,0.0,0.0,0.0,0.0,0.00015419018738631178,1.22611615558484e-06,2.2540829070122027e-07,3.271444884336732e-07
0.9913260634599068,0.15677931105678852,0.32875278511655637,0.0,0.0,0.0,0.0,0.0,0.0,0.00015558872405081007,1.2409997925534799e-06,2.2723277928630362e-07,3.297889357886317e-07
0.9912976058316821,0.158039393560134,0.3290986030320602,0.0,0.0,0.0,0.0,0.0,0.0,0.0001571168257777391,1.256675688916413e-06,2.2901455426130669e-07,3.324413366034375e-07
0.991271614293115,0.15926657421107793,0.3293380819806658,0.0,0.0,0.0,0.0,0.0,0.0,0.00015866729312335627,1.2723492562585448e-06,2.3099724635097348e-07,3.352280593169152e-07
0.9912580331519677,0.16037671938102846,0.328993757026864,0.0,0.0,0.0,0.0,0.0,0.0,0.0001600411296341585,1.2871884938465703e-06,2.3277952967273038e-07,3.373830987477653e-07
0.9912349582808195,0.16160328849687783,0.3290692019263401,0.0,0.0,0.0,0.0,0.0,0.0,0.0001615788166790775,1.3028506780907478e-06,2.345243392877014e-07,3.400176207479103e-07
0.9912238111223497,0.16271103352857133,0.3285898657290997,0.0,0.0,0.0,0.0,0.0,0.0,0.00016291062495747737,1.3176597531683024e-06,2.3627823868959343e-07,3.4244957287970797e-07
0.9912027186117035,0.16393765765139695,0.3285533546432675,0.0,0.0,0.0,0.0,0.0,0.0,0.000164439632504596,1.3333115677415904e-06,2.3799795711135727e-07,3.449215757222061e-07
0.9911885816558496,0.16505712819072804,0.3282311505106368,0.0,0.0,0.0,0.0,0.0,0.0,0.0001658765881369352,1.348525379251033e-06,2.3982188568601034e-07,3.4737415407604164e-07
0.9911744645194431,0.16621078942692324,0.3278731132392534,0.0,0.0,0.0,0.0,0.0,0.0,0.00016785883236774301,1.3637303460563429e-06,2.4163373464129316e-07,3.4995962016355713e-07
0.9911556227980192,0.16741202240048766,0.32773552767054176,0.0,0.0,0.0,0.0,0.0,0.0,0.0001687944444004091,1.3793725822600958e-06,2.433194395934284e-07,3.5242457484579734e-07
0.9911480383009162,0.16849089117675797,0.3270835272978161,0.0,0.0,0.0,0.0,0.0,0.0,0.00017046119475481273,1.3941125880548332e-06,2.4500742127975e-07,3.5469020558358994e-07
0.9911298409315278,0.16969612210516902,0.32690480963624285,0.0,0.0,0.0,0.0,0.0,0.0,0.00017217719122570555,1.4097450601591456e-06,2.468832206830606e-07,3.574414279940927e-07
0.9911123609279029,0.17087364268602043,0.32671406208958276,0.0,0.0,0.0,0.0,0.0,0.0,0.00017313445324801426,1.4253779987587393e-06,2.4853599051058557e-07,3.599024180337206e-07
0.9911059311280713,0.17192753263171892,0.32602216680740814,0.0,0.0,0.0,0.0,0.0,0.0,0.0001744613956703344,1.4400800815413797e-06,2.5018731981055786e-07,3.6215799732819286e-07
0.9910886707963881,0.1731126095115977,0.3258109978129908,0.0,0.0,0.0,0.0,0.0,0.0,0.00017591708373661163,1.4557041711938565e-06,2.5203093040793583e-07,3.6490687511829106e-07
0.9910719723655248,0.1742712371274357,0.3255945272168128,0.0,0.0,0.0,0.0,0.0,0.0,0.00017740317533826574,1.4713279013227182e-06,2.5386538418697963e-07,3.673657429227262e-07
0.9910661880151256,0.17530497627509242,0.32488636651588093,0.0,0.0,0.0,0.0,0.0,0.0,0.00017869948744362045,1.4859935537667144e-06,2.5526997555478657e-07,3.6961347003374963e-07
0.9910494485518387,0.1764741593647652,0.3246617014498624,0.0,0.0,0.0,0.0,0.0,0.0,0.00018018652019629415,1.5016094704863144e-06,2.5708238517171967e-07,3.71944629602473e-07
0.9910331706931865,0.1776182137007465,0.32443613439690044,0.0,0.0,0.0,0.0,0.0,0.0,0.00018164736395139214,1.5172252162641807e-06,2.588859729003041e-07,3.744413194947254e-07
0.9910277437318065,0.1786354581368313,0.32372432264245904,0.0,0.0,0.0,0.0,0.0,0.0,0.000182915923030337,1.5318537892612346e-06,2.6046953576094487e-07,3.7671684213844365e-07
0.9910112699720789,0.17979231531748538,0.32349706043374027,0.0,0.0,0.0,0.0,0.0,0.0,0.0001843818532984515,1.5474619911570078e-06,2.622539207661487e-07,3.7908015391760027e-07
0.9909951972757246,0.18092508285676526,0.32327124638772653,0.0,0.0,0.0,0.0,0.0,0.0,0.000185851235952205,1.5630700496899505e-06,2.640297564124885e-07,3.8160626183679457e-07
0.990989957099605,0.1819287434838038,0.32256248124498066,0.0,0.0,0.0,0.0,0.0,0.0,0.00018712362756330637,1.5776607508203716e-06,2.653684491591872e-07,3.834855705104505e-07
0.9909746578871611,0.1830131368421298,0.3223413825778679,0.0,0.0,0.0,0.0,0.0,0.0,0.0001885704769808559,1.5932584617578089e-06,2.671239459896389e-07,3.8591428114543996e-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
