H2O,CO2,NH3,CH4,Ar,Kr,Xe
580.7597349299779,32200.0,140.0,844.0,2.5,0.619999997317791,0.4900000002235174
585.2237212145819,38647.67515939052,149.96526592937883,1012.4011749763265,3.226447201578719,0.7751589030887135,0.5791452863945887
599.125556733774,44034.89579646638,152.49634144276885,1153.522949580849,3.9528944031574373,0.8876889605355867,0.6585879002245187
608.5529821293661,48478.53193607061,149.83285509624724,1270.326909989315,4.679341604736156,0.9908249061959493,0.7366585063337231
618.1097386801473,52084.28802672756,143.66780983984694,1398.6118050523232,5.405788806314875,1.0896461158688127,0.8109193482518566
627.7972745634967,55447.69345820579,144.76871059989682,1521.2024145437367,6.132236007893593,1.1860762495619328,0.8829039559017146
635.1489825139744,59675.094725919975,146.6123915377653,1639.01096548746,6.858683209472312,1.2815831996225828,0.9537463998781346
642.5772537789155,63875.970667576454,148.4070732174025,1752.8265064902582,7.585130411051031,1.367323910803925,1.0192874259315952
650.0812181643339,67793.98716748148,150.15492848522413,1862.9502118360815,8.31157761262975,1.4532759950076934,1.080216452358288
655.124311262323,71658.95512890088,151.4313593924322,1969.9712094419135,9.038024814208468,1.540294996252629,1.1421664231197823
660.2044922689819,75399.36325369815,152.68042573087965,2074.129345145217,9.764472015787186,1.6190989270589553,1.205573057219466
665.3159889513904,79138.22860268528,153.90269220272418,2175.7476180372096,10.490919217365903,1.6995549938559658,1.260737641461032
670.4651035650066,82694.90893201616,155.10458072026287,2274.9594289750817,11.217366418944621,1.7772412473685928,1.318234053741601
675.6458353086377,86186.78739452845,156.29391868557298,2372.12778611893,11.94381362052334,1.852337063310724,1.378243715453532
678.2508475583278,89628.82518721797,157.00402922345268,2467.3570738915414,12.670260822102058,1.924999997399799,1.4308641858233981
683.4855478329922,92933.94081699055,158.16483749775492,2560.804983757915,13.396708023680777,2.000369538382161,1.486612278858638
686.1153769650905,96215.22298358797,158.85540566747017,2652.4900137720306,14.123155225259493,2.0738411764288163,1.5405025133307828
691.4045751587006,99482.71316945348,160.00190312698052,2742.600346509159,14.849602426838212,2.1405125333411905,1.5927666607400577
694.0609136118936,102644.9779495559,160.66827478074387,2831.295369811286,15.576049628416932,2.210227077657646,1.6436167710412999
696.7261520958731,105811.95488128036,161.3341609944563,2918.609358035524,16.30249682999565,2.2783092663965636,1.693245672329345
699.4019286566362,108890.09804396368,161.98433087417766,3004.657532548735,17.02894403157437,2.344831838117788,1.7418277686651928
702.0866663616091,111887.83024948675,162.63244413563766,3089.536448711875,17.75539123315309,2.4148613252799858,1.7945200284626768
704.778766767451,114913.03462291167,163.27772609713227,3173.126327097038,18.481838434731813,2.478663387301856,1.8411471994663975
707.479868092708,117869.72026378216,163.91728271543573,3255.699794466713,19.20828563631053,2.541089739240731,1.8871637998568263
710.1915775659936,120764.56637988139,164.54673488536196,3337.310634259273,19.93473283788925,2.60719240961244,1.9376817989001258
712.9124021994476,123703.8051499314,165.1807141678586,3417.801653871637,20.66118003946797,2.6672018416894807,1.9824640613787834
715.6406694151158,126489.50539351467,165.80042959971647,3497.413568435177,21.38762724104669,2.730980673493573,2.026950753595149
718.3780393442868,129330.81137849158,166.42853434317422,3576.171495883286,22.11407444262541,2.793740532257102,2.0712179206594055
719.75097270796,132128.7747525581,166.80344016888793,3653.993297325577,22.840521644204127,2.855514891237821,2.120331669932427
721.1261941030162,134887.97503226437,167.17018467183303,3730.9946120956665,23.56696884578285,2.9163350944466315,2.163992300974062
723.8835138412824,137612.65952698473,167.7882338691187,3807.28166587417,24.29341604736157,2.976230553548431,2.2076272415864397
726.6483567084144,140206.75874720103,168.39865964920853,3882.7518256057733,25.01986324894029,3.0352289212112264,2.2512778191418295
726.6483567084144,142878.20205116417,168.52910993326972,3957.502745266586,25.746310450519008,3.093356244322603,2.294978932191535
729.4224049952021,145525.92247000025,169.1259335575082,4031.5243796267105,26.472757652097727,3.1506370999138227,2.3387597892357244
730.813727197706,148152.99057936846,169.52658598260396,4104.90386965001,27.199204853676445,3.207094716164183,2.3776445788171405
732.2073632249793,150762.22530966072,169.86512676304227,4177.621529111431,27.925652055255167,3.262751080478045,2.4220328868762553
735.001535390427,153356.20929251736,170.45566440515526,4249.755813749882,28.65209925683389,3.317627036315961,2.4615348442450973
735.001535390427,155837.30378254433,170.56524904434517,4321.179093633682,29.378546458412607,3.3767423700937953,2.506550278696148
737.8034205641701,158412.363454551,171.16975595752353,4392.067398699381,30.104993659991326,3.4302395256926674,2.546677065628773
