H2O,CO2,NH3,HCO3-,H+,NH4+,CO32-,OH-,NH2COO-,CH4,Ar,Kr,Xe,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.9963435448499322,0.0009905143263899455,0.0026635459394364273,0.0,0.0,0.0,0.0,0.0,0.0,2.3866593178063657e-06,6.496323972604409e-09,8.280920402354692e-10,9.005077163264646e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9963568796289731,0.0009992818428202481,0.0026414107935230063,0.0,0.0,0.0,0.0,0.0,0.0,2.4194259256861877e-06,6.567325327927912e-09,8.34495574577877e-10,9.069369581757439e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9963709348867774,0.0010079472927257457,0.0026186572675512827,0.0,0.0,0.0,0.0,0.0,0.0,2.452162404346818e-06,6.63798163576233e-09,8.408069572671438e-10,9.117524728077778e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9963855362351214,0.0010165192670519218,0.002595451144666442,0.0,0.0,0.0,0.0,0.0,0.0,2.4848809529807236e-06,6.707923993880709e-09,8.47805405390288e-10,9.164778586355864e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9963973467606309,0.0010249471108186967,0.0025751804666735117,0.0,0.0,0.0,0.0,0.0,0.0,2.5171077281053104e-06,6.7775505091480354e-09,8.539474433029342e-10,9.226509398087626e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9964085306237248,0.001034262671085349,0.002554646252683323,0.0,0.0,0.0,0.0,0.0,0.0,2.5518120293551196e-06,6.85087659320225e-09,8.614724433577509e-10,9.281280546259204e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9964214136479327,0.0010424964935970334,0.002533497233734878,0.0,0.0,0.0,0.0,0.0,0.0,2.583903948568079e-06,6.919184908539744e-09,8.674545750149659e-10,9.341474738948986e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9964348754716038,0.0010507316253926524,0.0025117685377400445,0.0,0.0,0.0,0.0,0.0,0.0,2.615565349998602e-06,6.987220641818617e-09,8.741277383166335e-10,9.385651734214676e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9964442399090562,0.0010597776323324041,0.0024933237092043606,0.0,0.0,0.0,0.0,0.0,0.0,2.6498631144696417e-06,7.059501811945316e-09,8.814352123518891e-10,9.4535550988783e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9964554517950497,0.0010678023429353991,0.0024740556444073918,0.0,0.0,0.0,0.0,0.0,0.0,2.681254109600839e-06,7.126681676398422e-09,8.871893696781952e-10,9.49627098882798e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9964662233014212,0.001076669934957209,0.0024543823316378437,0.0,0.0,0.0,0.0,0.0,0.0,2.7153835147929673e-06,7.1978315305682406e-09,8.943553749736228e-10,9.56281990151415e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9964785069442013,0.001084515101615172,0.0024342225139701197,0.0,0.0,0.0,0.0,0.0,0.0,2.7463148782188647e-06,7.264191191909673e-09,9.007341516687885e-10,9.604098973775744e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9964868496033416,0.001093292306412932,0.002417068783472252,0.0,0.0,0.0,0.0,0.0,0.0,2.7800974341240785e-06,7.334634578021774e-09,9.077723634969523e-10,9.669321656659347e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9964971400826901,0.001100983585962408,0.002399056151469943,0.0,0.0,0.0,0.0,0.0,0.0,2.8108931907774184e-06,7.400223484343401e-09,9.140146914236395e-10,9.72448652480794e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9965084493799173,0.001108604000390966,0.002380095636904737,0.0,0.0,0.0,0.0,0.0,0.0,2.8416209921377097e-06,7.46523176339243e-09,9.201877689418211e-10,9.76375168660552e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.996512834852074,0.0011171381147277175,0.0023671427469643814,0.0,0.0,0.0,0.0,0.0,0.0,2.8748416238108527e-06,7.534861500099882e-09,9.270379365249446e-10,9.827106519084734e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
